                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3483,                 1.7901,                 1.6399,                0.82138,                0.27903,                0.31477,                0.17426,                 1.5607,                 3.1532,                 1.7982,              0.0033284,              0.0033284,              0.0033284
